doi,editor,reviewers
10.21105/joss.02523,@oliviaguest,@cmparlettpelleriti;@tomfaulkenberry;@alexjonesphd
10.21105/joss.02472,@karthik,@rlbarter;@AliciaSchep
10.21105/joss.02752,@gkthiruvathukal,@giodegas;@traversaro
10.21105/joss.02584,@marcosvital,@lucask07;@DerJH
10.21105/joss.02673,@dpsanders,@jpfairbanks;@kescobo
10.21105/joss.02473,@will-rowe,@fmaguire;@boasvdp
10.21105/joss.02462,@mjsottile,@BastinRobin;@rodrigokataishi
10.21105/joss.02461,@kakiac,@pdwaggoner;@mbod
10.21105/joss.02497,@kthyng,@castelao;@chadagreene
10.21105/joss.02474,@fboehm,@janfreyberg
10.21105/joss.02576,@richardjgowers,@amandadumi;@govarguz
10.21105/joss.02463,@VivianePons,@daviddewhurst;@felixcremer
10.21105/joss.02481,@gkthiruvathukal,@ziatdinovmax;@macrocosme
10.21105/joss.02690,@hugoledoux,@npetra
10.21105/joss.02419,@danielskatz,@danielskatz
10.21105/joss.02445,@sbenthall,@cmaimone
10.21105/joss.02451,@will-rowe,@telatin;@rpetit3
10.21105/joss.02440,@csoneson,@giovp;@shazanfar;@vals
10.21105/joss.02484,@pibion,@cmbiwer
10.21105/joss.02411,@arfon,@bittremieux;@kaibioinfo
10.21105/joss.02430,@dfm,@dmentipl;@mtremmel
10.21105/joss.02432,@lpantano,@betteridiot;@afrubin
10.21105/joss.02425,@kthyng,@dhruvbalwada;@DamienIrving
10.21105/joss.02526,@mikldk,@daviddewhurst;@rrrlw
10.21105/joss.02449,@galessiorob,@jsgalan;@gweissman
10.21105/joss.02403,@diehlpk,@lukasheinrich;@arokem
10.21105/joss.02448,@galessiorob,@mbdemoraes;@nnadeau
10.21105/joss.02537,@hugoledoux,@liberostelios;@jvdkwast
10.21105/joss.02483,@usethedata,@arbennett
10.21105/joss.02637,@kbarnhart,@samuelduchesne;@robinroche
10.21105/joss.02439,@danielskatz,@geoffbacon;@proycon
10.21105/joss.02412,@jgostick,@rreinecke
10.21105/joss.02562,@trallard,@trallard;@abhishektha
10.21105/joss.02410,@lpantano,@joannawolthuis;@rowlandm
10.21105/joss.02594,@gkthiruvathukal,@sara-02;@tresoldi
10.21105/joss.02598,@dpsanders,@dmbates;@davidjohannesmeyer;@davidjohannesmeyer
10.21105/joss.02506,@cMadan,@gcdeshpande;@kinow
10.21105/joss.02352,@danielskatz,@bhatele;@davidbeckingsale
10.21105/joss.02565,@jedbrown,@eileenrmartin
10.21105/joss.02347,@arfon,@pearsonkyle;@RuthAngus
10.21105/joss.02382,@xuanxu,@christinahedges;@barentsen
10.21105/joss.02405,@kakiac,@Fil;@atanikan
10.21105/joss.02402,@fboehm,@tomsing1
10.21105/joss.02408,@kakiac,@skadio
10.21105/joss.02373,@richardjgowers,@mattwthompson;@hmacdope
10.21105/joss.02431,@Kevin-Mattheus-Moerman,@BKillen05;@mitkof6
10.21105/joss.02848,@marcosvital,@elimillera;@meenakshi-kushwaha;@nanhung
10.21105/joss.02363,@pibion,@nicholebarry;@aureliocarnero
10.21105/joss.02480,@sjpfenninger,@rafmudaf;@antviro
10.21105/joss.02338,@eloisabentivegna,@dgoldri25;@jangmys
10.21105/joss.02314,@arfon,@arfon
10.21105/joss.02318,@harpolea,@fcooper8472;@khinsen
10.21105/joss.02538,@hugoledoux,@kenohori
10.21105/joss.02369,@meg-simula,@thelfer;@AnjaliSandip
10.21105/joss.02409,@bstabler,@bstabler
10.21105/joss.02394,@oliviaguest,@eirini-zormpa;@wjakethompson;@jflournoy
10.21105/joss.02351,@danielskatz,@dghoshal-lbl;@uellue
10.21105/joss.02388,@mikldk,@tomsing1;@rcannood
10.21105/joss.02353,@csoneson,@afrubin;@andrefaure;@thorvere
10.21105/joss.02317,@diehlpk,@yangbai90;@teuben
10.21105/joss.02498,@Kevin-Mattheus-Moerman,@moorepants;@dineshresearch
10.21105/joss.02548,@Kevin-Mattheus-Moerman,@AnaWaldila;@CBenghi
10.21105/joss.02376,@will-rowe,@linuxscout;@mbod
10.21105/joss.02400,@gkthiruvathukal,@Smattr;@drj11
10.21105/joss.02348,@oliviaguest,@samhforbes;@szorowi1
10.21105/joss.02367,@richardjgowers,@malramsay64;@rmeli
10.21105/joss.02528,@sbenthall,@stulacy;@dormezil
10.21105/joss.02291,@diehlpk,@ilyasst
10.21105/joss.02606,@arfon,@Paul92;@urbanophile
10.21105/joss.02395,@arfon,@w4ngatang;@thomwolf
10.21105/joss.02424,@KristinaRiemer,@clauswilke;@a-r-j
10.21105/joss.02435,@dhhagan,@katyhuff;@gonsie
10.21105/joss.02266,@danielskatz,@gorlapraveen;@garrettj403
10.21105/joss.02339,@oliviaguest,@Emptymalei;@mstimberg
10.21105/joss.02287,@arfon,@hpparvi;@kevin218
10.21105/joss.02436,@pdebuyl,@jenzopr;@blakeaw
10.21105/joss.02307,@pdebuyl,@mdavezac
10.21105/joss.02328,@KristinaRiemer,@evaristor;@katmratliff
10.21105/joss.02507,@trallard,@sara-02;@linuxscout;@aozorahime
10.21105/joss.02580,@arfon,@phtomlins;@jdavidli
10.21105/joss.02305,@hugoledoux,@fbiljecki;@steflhermitte
10.21105/joss.02308,@dfm,@Gabriel-p;@astrom-tom
10.21105/joss.02281,@xuanxu,@hayesla;@mattpitkin
10.21105/joss.02381,@jgostick,@KedoKudo
10.21105/joss.02678,@dpsanders,@mlxd;@nmoran
10.21105/joss.02331,@majensen,@funasoul;@mstimberg
10.21105/joss.02696,@leouieda,@seisman;@ThomasLecocq
10.21105/joss.02362,@gkthiruvathukal,@cmccomb;@e-dub
10.21105/joss.02276,@kbarnhart,@r-barnes;@awickert;@KCallaghan
10.21105/joss.02306,@mikldk,@markhwhiteii;@mmrabe
10.21105/joss.02290,@VivianePons,@Ohjeah;@shah314
10.21105/joss.02272,@hugoledoux,@appelmar;@gena
10.21105/joss.02340,@oliviaguest,@craddm;@anibalsolon
10.21105/joss.02535,@cMadan,@ejhigson;@paul-buerkner
10.21105/joss.02392,@dpsanders,@henrik227;@alex-konovalov
10.21105/joss.02450,@bmcfee,@jaeyk;@edonnachie
10.21105/joss.02447,@marcosvital,@klmedeiros;@joethorley
10.21105/joss.02334,@lpantano,@lfaller;@erinyoung
10.21105/joss.02731,@arfon,@essepuntato;@alexdma
10.21105/joss.02349,@mbobra,@ma-sadeghi;@EricaEgg
10.21105/joss.02260,@mjsottile,@sivaramambikasaran;@adam-m-jcbs;@zeroset
10.21105/joss.02259,@mjsottile,@SirSharpest;@phckopper;@jizecn
10.21105/joss.02289,@danielskatz,@robinroche;@tonyelhabr
10.21105/joss.02404,@trallard,@AKuederle;@ejhigson
10.21105/joss.02232,@arfon,@nhejazi;@jjharden
10.21105/joss.02341,@kthyng,@zsylvester;@ebgoldstein
10.21105/joss.02293,@pdebuyl,@CFGrote
10.21105/joss.02316,@lorenanicole,@Chilipp;@mdpiper
10.21105/joss.02250,@arfon,@ibarraespinosa;@nistara
10.21105/joss.02292,@kbarnhart,@nickrsan;@jrkasprzyk;@dickinsonre
10.21105/joss.02407,@kbarnhart,@sadielbartholomew;@rabernat
10.21105/joss.02265,@usethedata,@myousefi2016;@JonasMoss
10.21105/joss.02313,@meg-simula,@gassmoeller;@pratikvn
10.21105/joss.02444,@poulson,@pitsianis;@Himscipy;@sarats
10.21105/joss.02283,@dfm,@jsgalan;@mtezzele
10.21105/joss.02241,@csoneson,@martinagvilas;@arbennett
10.21105/joss.02384,@dpsanders,@Shibabrat
10.21105/joss.02214,@dfm,@ejhigson;@joshspeagle
10.21105/joss.02343,@Kevin-Mattheus-Moerman,@grlee77;@mfroeling;@62442katieb
10.21105/joss.02286,@usethedata,@Shuang-Plum;@jwbuurlage
10.21105/joss.02372,@Kevin-Mattheus-Moerman,@hugoledoux;@jhale;@jonwong12
10.21105/joss.02284,@usethedata,@cbrueffer;@khinsen
10.21105/joss.02342,@marcosvital,@jdbrunner;@pstjohn;@synchon
10.21105/joss.02285,@oliviaguest,@paulinepalma;@Athanasiamo
10.21105/joss.02377,@oliviaguest,@Emma-k-ward;@sbuergers
10.21105/joss.02179,@arfon,@coljac;@krystophny
10.21105/joss.02181,@karthik,@tommyjones
10.21105/joss.02733,@drvinceknight,@trstewart212;@fgeertman
10.21105/joss.02165,@arfon,@platipodium
10.21105/joss.02154,@terrytangyuan,@bmcfee;@faroit
10.21105/joss.02180,@gkthiruvathukal,@ejhigson
10.21105/joss.02175,@richardjgowers,@amritagos;@luthaf
10.21105/joss.02160,@dfm,@xwang862;@malramsay64
10.21105/joss.02168,@majensen,@wdduncan;@balhoff
10.21105/joss.02174,@terrytangyuan,@sara-02;@ejhigson
10.21105/joss.02158,@xuanxu,@celliern;@mstimberg
10.21105/joss.02172,@kthyng,@JeffWalton-PSC;@rmsare
10.21105/joss.02161,@majensen,@rcannood;@corybrunson
10.21105/joss.02182,@dpsanders,@TomGoffrey;@StanczakDominik
10.21105/joss.02157,@richardjgowers,@dotsdl;@rmeli;@amandadumi
10.21105/joss.02169,@VivianePons,@igarizio;@mbdemoraes
10.21105/joss.02170,@lpantano,@dcassol
10.21105/joss.02604,@kyleniemeyer,@cryos;@rajeshrinet
10.21105/joss.02135,@terrytangyuan,@mulhod;@faroit
10.21105/joss.02176,@jedbrown,@jbrezmorf;@rpodgorney
10.21105/joss.02171,@sjpfenninger,@gschivley
10.21105/joss.02136,@oliviaguest,@BayesforDays;@sara-02
10.21105/joss.02315,@drvinceknight,@gvegayon;@nikoleta-v3
10.21105/joss.02178,@kyleniemeyer,@arosen93;@corentin-dev
10.21105/joss.02173,@arfon,@JonathanReardon;@ejhigson
10.21105/joss.02125,@mbobra,@hpparvi;@DingXuefeng
10.21105/joss.02105,@danielskatz,@Luthaf;@rcannood
10.21105/joss.02122,@arfon,@kboone;@temuller
10.21105/joss.02123,@jedbrown,@josephhardinee
10.21105/joss.02117,@cMadan,@kblin;@mkhorton
10.21105/joss.02104,@terrytangyuan,@sixpearls;@dawbarton
10.21105/joss.02145,@mjsottile,@1313e;@fccoelho
10.21105/joss.02102,@danielskatz,@utf;@taylor-a-barnes
10.21105/joss.02088,@oliviaguest,@Cognitive-Modeller;@DivyaSeernani
10.21105/joss.02121,@Kevin-Mattheus-Moerman,@likask;@agshvarts;@srmnitc;@chennachaos
10.21105/joss.02185,@jedbrown,@cpgr;@iljah
10.21105/joss.02089,@Kevin-Mattheus-Moerman,@nathanquinlan;@chennachaos;@JaroslavHron
10.21105/joss.02116,@cMadan,@strengejacke;@aj2duncan
10.21105/joss.02095,@kyleniemeyer,@harpolea;@dlagrava
10.21105/joss.02101,@xuanxu,@christinahedges;@aureliocarnero
10.21105/joss.02164,@marcosvital,@alletsee;@andybega
10.21105/joss.02076,@lpantano,@natir;@FlorianThibord
10.21105/joss.02075,@kbarnhart,@katmratliff;@conlin-matt;@chrisleaman
10.21105/joss.02103,@dfm,@nespinoza;@rodluger
10.21105/joss.02119,@will-rowe,@jdeligt;@brentp
10.21105/joss.02073,@arfon,@brandondube;@DiegoJRR
10.21105/joss.02079,@csoneson,@fabian-s;@LTLA
10.21105/joss.02077,@lpantano,@i-mtz;@JoaoRodrigues
10.21105/joss.02072,@drvinceknight,@pdebuyl;@markgalassi
10.21105/joss.02134,@marcosvital,@tomfaulkenberry;@JonathanReardon
10.21105/joss.02050,@mbobra,@hayesla;@jessie-dotson
10.21105/joss.02083,@sjpfenninger,@bradyrx;@scivision
10.21105/joss.02071,@kthyng,@kthyng
10.21105/joss.02038,@arfon,@arfon
10.21105/joss.02048,@xuanxu,@warrickball;@ipelupessy
10.21105/joss.02049,@melissawm,@petroniocandido
10.21105/joss.02042,@sjpfenninger,@Chilipp;@dsryberg
10.21105/joss.02066,@kyleniemeyer,@ebgoldstein;@fclubb
10.21105/joss.02111,@akeshavan,@jayrobwilliams;@paulgovan
10.21105/joss.02028,@kyleniemeyer,@kyleniemeyer
10.21105/joss.02061,@will-rowe,@mschubert;@jenzopr
10.21105/joss.02043,@kbarnhart,@joa-quim;@daniellivingston
10.21105/joss.02379,@karthik,@karthik;@njtierney
10.21105/joss.02026,@csoneson,@lbugnon;@SirSharpest;@RealPolitiX
10.21105/joss.02030,@lpantano,@dangeles;@YichaoOU
10.21105/joss.02153,@gkthiruvathukal,@mado89;@jaynanavati
10.21105/joss.02106,@trallard,@Ebedthan;@AKuederle
10.21105/joss.02013,@drvinceknight,@bahung;@kellieotto
10.21105/joss.02004,@mbobra,@tacaswell;@wafels
10.21105/joss.02074,@arokem,@iljah;@nicoguaro
10.21105/joss.02183,@VivianePons,@mzszym;@victorvalgenti
10.21105/joss.02063,@kthyng,@jessicaaustin;@evanleeturner
10.21105/joss.01990,@lpantano,@coughls;@druvus
10.21105/joss.01987,@arfon,@ygrange;@KshitijAggarwal
10.21105/joss.02014,@will-rowe,@lamhm;@betteridiot
10.21105/joss.01991,@csoneson,@lmweber;@clauswilke
10.21105/joss.01994,@will-rowe,@standage;@luizirber
10.21105/joss.02044,@majensen,@wrathematics;@SiminaB;@rhagenson
10.21105/joss.01981,@csoneson,@standage;@tomsing1
10.21105/joss.02018,@kthyng,@funsim;@ysimillides
10.21105/joss.02094,@meg-simula,@streeve;@ralfHielscher
10.21105/joss.02006,@majensen,@alvarolopez;@mamcdona77
10.21105/joss.01978,@kbarnhart,@cmillion;@mollenburger
10.21105/joss.01986,@gkthiruvathukal,@geoffbacon;@desilinguist
10.21105/joss.02003,@arfon,@srmnitc;@IgorBaratta
10.21105/joss.01958,@dfm,@effigies;@mnarayan
10.21105/joss.01979,@majensen,@timClicks;@tleonardi
10.21105/joss.02107,@arfon,@stuartcampbell;@dvanic
10.21105/joss.02027,@terrytangyuan,@frycast;@expectopatronum
10.21105/joss.01957,@terrytangyuan,@ryEllison;@aozorahime
10.21105/joss.01969,@kbarnhart,@brendonhall;@JesperDramsch;@jessepisel
10.21105/joss.01956,@will-rowe,@leios;@ninjin
10.21105/joss.02007,@gkthiruvathukal,@remram44;@ixjlyons
10.21105/joss.02017,@akeshavan,@clauswilke;@njtierney
10.21105/joss.02008,@mjsottile,@rasmussn;@ethan-nelson
10.21105/joss.01935,@kthyng,@dvalters;@nicgaspar
10.21105/joss.02029,@arfon,@frengers;@stoor001;@khaors
10.21105/joss.02120,@meg-simula,@srmnitc;@nnadeau
10.21105/joss.01943,@danielskatz,@hmaarrfk;@martindurant
10.21105/joss.01926,@danielskatz,@danielskatz
10.21105/joss.01960,@gkthiruvathukal,@arcuri82;@danieledipompeo
10.21105/joss.01944,@drvinceknight,@EduPH;@mzszym;@corybrunson
10.21105/joss.01959,@arokem,@professoralkmin;@ryEllison
10.21105/joss.01940,@xuanxu,@Gabriel-p;@HeloiseS
10.21105/joss.01945,@majensen,@dgasmith;@mkhorton
10.21105/joss.01992,@csoneson,@floux;@olivertomic
10.21105/joss.01982,@mjsottile,@szorowi1;@mnarayan
10.21105/joss.02011,@danielskatz,@eschnett;@jwuttke
10.21105/joss.01941,@marcosvital,@wjakethompson;@jrosen48;@markhwhiteii
10.21105/joss.01915,@will-rowe,@bede;@afrubin
10.21105/joss.01983,@akeshavan,@serine;@vc1492a
10.21105/joss.01914,@arfon,@arfon
10.21105/joss.01910,@Kevin-Mattheus-Moerman,@agricolab;@DARSakthi;@mwptrsn
10.21105/joss.01903,@terrytangyuan,@nhejazi
10.21105/joss.02034,@katyhuff,@sjpfenninger;@ali-ramadhan
10.21105/joss.01891,@danielskatz,@luizirber;@djmitche
10.21105/joss.01890,@kbarnhart,@csherwood-usgs;@edlazarus;@ncohn
10.21105/joss.02016,@arfon,@ati-ozgur;@dvberkel
10.21105/joss.02060,@Kevin-Mattheus-Moerman,@danasolav
10.21105/joss.01884,@dfm,@zingale;@matthewturk
10.21105/joss.01880,@kyleniemeyer,@kyleniemeyer
10.21105/joss.01906,@melissawm,@sivaramambikasaran;@pitsianis
10.21105/joss.01885,@labarba,@petebachant;@rafmudaf
10.21105/joss.01886,@arfon,@arfon
10.21105/joss.01912,@melissawm,@juliohm;@matbesancon
10.21105/joss.01900,@oliviaguest,@nicksexton;@russellpierce
10.21105/joss.01918,@jedbrown,@dhhagan;@andreas-h
10.21105/joss.01896,@arokem,@jdkent;@TomDonoghue
10.21105/joss.01863,@arfon,@MaaniBeigy;@vbaliga
10.21105/joss.01911,@melissawm,@nmstreethran;@potterzot
10.21105/joss.01931,@drvinceknight,@dawbarton;@marcharper
10.21105/joss.01942,@majensen,@Chilipp;@pythonpanda2
10.21105/joss.01857,@danielskatz,@danielskatz
10.21105/joss.01856,@danielskatz,@danielskatz
10.21105/joss.01881,@xuanxu,@mgckind;@aureliocarnero
10.21105/joss.01889,@dfm,@zonca;@pqrs6
10.21105/joss.02166,@cMadan,@gkiar;@yarikoptic
10.21105/joss.01867,@Kevin-Mattheus-Moerman,@hooman650;@PGomes92;@paulvangentcom
10.21105/joss.01844,@danielskatz,@gonsie;@marksantcroos
10.21105/joss.01862,@arokem,@janfreyberg;@neuroimaginador
10.21105/joss.01864,@xuanxu,@benjaminrose;@mattpitkin
10.21105/joss.01882,@leouieda,@ResidentMario;@martinfleis
10.21105/joss.01868,@dfm,@kjappelbaum;@mdoucet
10.21105/joss.01829,@kthyng,@kthyng
10.21105/joss.01831,@will-rowe,@amritagos;@richardjgowers
10.21105/joss.01865,@melissawm,@wholmgren;@dalonsoa
10.21105/joss.01824,@melissawm,@lucydot;@bocklund
10.21105/joss.01839,@majensen,@sjvrijn;@sarats
10.21105/joss.01970,@VivianePons,@sptennak
10.21105/joss.01830,@cMadan,@dsurujon;@ManuelaS
10.21105/joss.01828,@mbobra,@ali-ramadhan;@ashwinvis
10.21105/joss.01870,@trallard,@melund;@demotu
10.21105/joss.01837,@majensen,@daissi;@stulacy
10.21105/joss.01815,@drvinceknight,@rreinecke;@gradvohl
10.21105/joss.01808,@leouieda,@ThomasLecocq;@seisman
10.21105/joss.01807,@drvinceknight,@martibosch;@geraintpalmer
10.21105/joss.01833,@kyleniemeyer,@brynpickering;@ThibaultMarzullo
10.21105/joss.01834,@arfon,@steven-murray;@williamjameshandley
10.21105/joss.01832,@arfon,@mwcraig;@ceb8
10.21105/joss.01798,@terrytangyuan,@acolum;@expectopatronum
10.21105/joss.01809,@mbobra,@ziotom78;@zhampel
10.21105/joss.01799,@terrytangyuan,@puolival;@yzhao062
10.21105/joss.01812,@mjsottile,@xoolive;@rljacobson;@dagit
10.21105/joss.01989,@labarba,@story645;@tacaswell
10.21105/joss.01796,@majensen,@briatte;@amoeba
10.21105/joss.01811,@drvinceknight,@dlfivefifty;@dpsanders
10.21105/joss.01818,@kbarnhart,@andreww;@seisman;@brmather
10.21105/joss.01850,@mjsottile,@cscherrer;@jgoldfar;@osorensen
10.21105/joss.01771,@xuanxu,@Juanlu001;@wtgee
10.21105/joss.01820,@mbobra,@JonasMoss;@steffilazerte
10.21105/joss.01777,@kthyng,@martibosch;@daniellivingston
10.21105/joss.01800,@arfon,@jgonggrijp;@elektrobohemian
10.21105/joss.01775,@arfon,@cmbiwer;@matteobachetti
10.21105/joss.01821,@oliviaguest,@izaromanowska;@soodoku
10.21105/joss.02177,@hugoledoux,@Athelena;@fortinma
10.21105/joss.01762,@csoneson,@luizirber;@peterwc
10.21105/joss.01774,@lpantano,@harpolea;@KayleighRutherford
10.21105/joss.01759,@drvinceknight,@inakleinbottle;@virgesmith
10.21105/joss.01776,@meg-simula,@sgrieve;@tristan-salles
10.21105/joss.01746,@terrytangyuan,@sbrugman;@casperdcl;@EduPH
10.21105/joss.01866,@oliviaguest,@rickecon;@JohnCoene
10.21105/joss.01848,@meg-simula,@finsberg;@SirSharpest
10.21105/joss.01738,@kyleniemeyer,@adi3;@CameronDevine
10.21105/joss.01843,@jedbrown,@HaoZeke
10.21105/joss.01756,@arfon,@sjvrijn;@stulacy
10.21105/joss.01904,@arokem,@bernease;@osolari
10.21105/joss.01742,@mgymrek,@nhejazi;@mikmaksi
10.21105/joss.01761,@mgymrek,@juanvillada;@jsgalan
10.21105/joss.01722,@terrytangyuan,@svmiller;@TiagoVentura
10.21105/joss.01778,@arfon,@finsberg;@abhishektha
10.21105/joss.01816,@karthik,@vchuravy;@ahwillia
10.21105/joss.01757,@arfon,@tukss;@pgrete
10.21105/joss.01797,@leouieda,@gassmoeller;@gabersyd
10.21105/joss.01745,@mbobra,@amritagos;@sarats
10.21105/joss.01835,@VivianePons,@alex-konovalov;@falque
10.21105/joss.01701,@meg-simula,@HaoZeke;@dham
10.21105/joss.01698,@labarba,@jrperilla;@HaoZeke
10.21105/joss.01825,@Kevin-Mattheus-Moerman,@isaacvandor;@bw4sz
10.21105/joss.01721,@xuanxu,@melissawm;@zonca
10.21105/joss.01699,@kthyng,@zbeekman
10.21105/joss.01700,@jedbrown,@adambeall;@gbruer15;@HaoZeke
10.21105/joss.01693,@kthyng,@dawbarton;@Shibabrat
10.21105/joss.01822,@Kevin-Mattheus-Moerman,@thomakra;@Atif-Anwer
10.21105/joss.01725,@Kevin-Mattheus-Moerman,@grlee77;@mathieuboudreau
10.21105/joss.01773,@arfon,@amritagos;@carlocamilloni
10.21105/joss.01684,@kthyng,@dpsanders;@JoshKarpel
10.21105/joss.01683,@xuanxu,@mattpitkin;@duncanmmacleod
10.21105/joss.01706,@arokem,@mkearney;@nkratzke
10.21105/joss.01731,@lpantano,@acolum;@pholme
10.21105/joss.01704,@katyhuff,@PingjunChen;@dgursoy
10.21105/joss.01705,@katyhuff,@PhilipVinc;@poulson
10.21105/joss.01667,@arokem,@bmcfee;@hagenw
10.21105/joss.01674,@danielskatz,@timClicks;@linuxscout
10.21105/joss.01720,@leouieda,@malmans2;@banesullivan
10.21105/joss.01665,@csoneson,@jdeligt;@jkanche
10.21105/joss.01666,@oliviaguest,@dmbates;@ahwillia
10.21105/joss.01650,@katyhuff,@kellyrowland;@sskutnik
10.21105/joss.01849,@cMadan,@danasolav;@sreschechtko
10.21105/joss.01651,@terrytangyuan,@shreyasbapat;@DanielLenz
10.21105/joss.01751,@arfon,@jhollist;@ha0ye
10.21105/joss.01662,@cMadan,@tomfaulkenberry;@russellpierce
10.21105/joss.01675,@mbobra,@henrik227;@SirSharpest
10.21105/joss.01686,@karthik,@ldecicco-USGS;@jeffreyhanson
10.21105/joss.01732,@Kevin-Mattheus-Moerman,@heprom;@KedoKudo;@chennachaos
10.21105/joss.01642,@oliviaguest,@wkearn;@mancellin
10.21105/joss.01661,@arfon,@ViniciusBRodrigues;@lsw5077
10.21105/joss.01643,@mgymrek,@SirSharpest;@marouenbg
10.21105/joss.01636,@danielskatz,@zingale;@rtfisher
10.21105/joss.01632,@arfon,@zhampel;@nespinoza
10.21105/joss.01627,@arfon,@arfon
10.21105/joss.01716,@jedbrown,@jmlarson1;@gonsie
10.21105/joss.01663,@lheagy,@eskofier;@ikarosilva
10.21105/joss.01635,@csoneson,@iimog;@gavinmdouglas
10.21105/joss.01763,@drvinceknight,@MikeLydeamore;@EduPH
10.21105/joss.01717,@gkthiruvathukal,@rlskoeser;@vc1492a
10.21105/joss.01612,@jedbrown,@arosen93;@shivupa;@colleeneb
10.21105/joss.01631,@cMadan,@conradsnicta;@thejanzimmermann
10.21105/joss.01764,@alexhanna,@benmarwick;@tomfaulkenberry
10.21105/joss.01601,@terrytangyuan,@lionel68 @joethorley
10.21105/joss.01610,@lpantano,@tleonardi;@dsurujon;@dmnfarrell
10.21105/joss.01603,@terrytangyuan,@vsoch
10.21105/joss.01656,@terrytangyuan,@zhampel;@jrbourbeau
10.21105/joss.01637,@arokem,@nstikov;@vsoch
10.21105/joss.01589,@csoneson,@jdeligt;@holtgrewe
10.21105/joss.01596,@lpantano,@SaskiaFreytag;@kevinrue
10.21105/joss.01592,@gkthiruvathukal,@ts-adi
10.21105/joss.01621,@xuanxu,@ctdegroot;@dandavies99
10.21105/joss.01591,@alexhanna,@igarizio;@taqtiqa-mark
10.21105/joss.01628,@leouieda,@vsoch;@Fil
10.21105/joss.01655,@poulson,@hausen;@oesteban;@stsievert
10.21105/joss.01577,@labarba,@tingyu66;@rioyokota
10.21105/joss.01629,@kyleniemeyer,@tcausgrove;@FaustinCarter
10.21105/joss.01572,@arfon,@sctyner;@strengejacke
10.21105/joss.01566,@terrytangyuan,@gvegayon
10.21105/joss.01576,@terrytangyuan,@GregaVrbancic;@sepandhaghighi
10.21105/joss.01573,@danielskatz,@jgoldfar;@ahwillia
10.21105/joss.01606,@danielskatz,@jbasney;@jteheran
10.21105/joss.01593,@csoneson,@BarryDeCicco;@joethorley
10.21105/joss.01614,@xuanxu,@mgckind;@aureliocarnero
10.21105/joss.01626,@brainstorm,@rougier;@satra
10.21105/joss.01587,@arokem,@klmedeiros
10.21105/joss.01768,@kthyng,@ethanwhite;@jsta
10.21105/joss.01555,@labarba,@hariradh
10.21105/joss.01609,@poulson,@ajgates42;@Autoplectic
10.21105/joss.01584,@lpantano,@rbatorsky;@olgabot
10.21105/joss.01556,@mbobra,@dhhagan;@rreinecke
10.21105/joss.01541,@cMadan,@paul-buerkner;@tjmahr
10.21105/joss.01545,@lpantano,@stulacy;@suresh-lab
10.21105/joss.01554,@xuanxu,@garrettj403;@zhampel
10.21105/joss.01540,@lpantano,@gavinmdouglas;@giraola
10.21105/joss.01708,@brainstorm,@GullyAPCBurns;@gbader
10.21105/joss.01611,@jedbrown,@Datseris
10.21105/joss.01543,@katyhuff,@fcontino
10.21105/joss.01578,@gkthiruvathukal,@daissi
10.21105/joss.01544,@lheagy,@santisoler
10.21105/joss.01531,@gkthiruvathukal,@dvberkel
10.21105/joss.01532,@kyleniemeyer,@usethedata;@faustincarter;@cfneese
10.21105/joss.01542,@usethedata,@monogan;@andrewheiss
10.21105/joss.01518,@danielskatz,@junzis;@espinielli
10.21105/joss.01533,@csoneson,@rabdill;@andreysmelter
10.21105/joss.01613,@Kevin-Mattheus-Moerman,@apsabelhaus;@vaishnavtv;@ctdegroot
10.21105/joss.01505,@csoneson,@osorensen;@jjharden
10.21105/joss.01524,@mbobra,@desilinguist;@paragkulkarni11
10.21105/joss.01530,@kthyng,@kbarnhart;@hugoledoux
10.21105/joss.01520,@lpantano,@adriancbondia;@arunhpatil
10.21105/joss.01509,@mgymrek,@nhejazi;@terrytangyuan
10.21105/joss.01506,@kthyng,@tomchor;@platipodium
10.21105/joss.01504,@mbobra,@ejolly;@hooman650
10.21105/joss.01570,@poulson,@mdoucet;@stuartcampbell;@vyasr
10.21105/joss.01500,@mgymrek,@Benjamin-Lee
10.21105/joss.01483,@kyleniemeyer,@kyleniemeyer
10.21105/joss.01508,@alexhanna,@soodoku;@mkearney
10.21105/joss.01488,@mbobra,@PingjunChen;@acolum
10.21105/joss.01620,@cMadan,@RingoHHuang;@adswa
10.21105/joss.01539,@trallard,@melund;@trallard
10.21105/joss.01474,@danielskatz,@zbeekman;@tclune
10.21105/joss.01473,@karthik,@jhollist
10.21105/joss.01511,@leouieda,@weikang9009;@darribas
10.21105/joss.01469,@arfon,@mattpitkin;@nespinoza
10.21105/joss.01465,@brainstorm,@vladsaveliev
10.21105/joss.01525,@kyleniemeyer,@FelixHenninger;@JonathanReardon
10.21105/joss.01462,@alexhanna,@tweed1e
10.21105/joss.01468,@arfon,@zbeekman;@andreas-h
10.21105/joss.01487,@danielskatz,@StewMH;@mdavezac
10.21105/joss.01486,@katyhuff,@kellyrowland;@pshriwise
10.21105/joss.01444,@alexhanna,@terrytangyuan;@pdwaggoner
10.21105/joss.01466,@labarba,@melund;@ixjlyons
10.21105/joss.01513,@usethedata,@jimmccusker
10.21105/joss.01494,@gkthiruvathukal,@gradvohl
10.21105/joss.01461,@katyhuff,@jmborr;@arose
10.21105/joss.01441,@jedbrown,@tjhei;@chrisrichardson;@Kevin-Mattheus-Moerman
